datetime,username,tweet,url,score
"February 19, 2018 at 12:20PM",@nanophate,腹痛で今日は終わる日,http://twitter.com/nanophate/status/965425879613521920,0.4373387694
"February 19, 2018 at 12:33PM",@nanophate,"めちゃ痩せてたね
*めちゃ痩せてる

表現で過去にも現在にも*",http://twitter.com/nanophate/status/965429050398273537,0.5
"February 19, 2018 at 12:44PM",@nanophate,"優先順位を決めることって、自分の性格が現れる
自分のことを理解しよう*\(^o^)/*",http://twitter.com/nanophate/status/965431931243413504,0.5019273162
"February 19, 2018 at 11:20PM",@nanophate,"漫画を読み漁る
現実逃避",http://twitter.com/nanophate/status/965591926685646848,0.4808101654
"February 20, 2018 at 09:39AM",@nanophate,"ストレス溜まると漫画を沢山読みます。
買いますw",http://twitter.com/nanophate/status/965747780114239488,0.5050319433
"February 20, 2018 at 09:40AM",@nanophate,こんな具合にw https://t.co/nLZ4NWK5vj,http://twitter.com/nanophate/status/965748069030494208,0.4618725777
"February 20, 2018 at 02:16PM",@nanophate,一つ目の気になることの原因を解消できそうだぽよ,http://twitter.com/nanophate/status/965817288141127680,0.4891219735
"February 20, 2018 at 03:20PM",@nanophate,それでも、怖い怖いっと言う不安があって、気持ち悪い,http://twitter.com/nanophate/status/965833472500686848,0.2214434147
"February 20, 2018 at 09:07PM",@nanophate,I liked a @YouTube video https://t.co/cM2UWL28TG 【最終回】瀬戸弘司の「奨学金返済物語」第３部,http://twitter.com/nanophate/status/965920940424122368,0.6091609001
"February 21, 2018 at 12:16AM",@nanophate,メゾネットっと言う言葉を今更理解した💦,http://twitter.com/nanophate/status/965968489746857985,0.3139989972
"February 21, 2018 at 12:25AM",@nanophate,"食事好き
特に日本のが😍",http://twitter.com/nanophate/status/965970695346794496,0.8022153378
"February 21, 2018 at 12:32AM",@nanophate,"好きな季節がやってくる✨
沖縄には季節と言う季節があるかと言われると💦

一応、超暑い &gt; 蒸し暑 &gt; 暑い &gt; 温かい &gt; 良いぐらい &gt; 肌寒い &gt; 寒い &gt; 超寒いのどれかがその日ごとに変わってる気がする

#沖縄 #海 #フレア #goodday https://t.co/BRaWm4l75q",http://twitter.com/nanophate/status/965972326280871936,0.4407252967
"February 21, 2018 at 10:46AM",@nanophate,@yasulab ありがとうございます☺️✨,http://twitter.com/nanophate/status/966126918490705920,0.8143934608
"February 21, 2018 at 12:03PM",@nanophate,【第２弾】デジタルネイチャー「計算機的多様性」の世界へ @ready_forさんから #クラウドファンディング #落合陽一 https://t.co/pk9Jm4vwZ4,http://twitter.com/nanophate/status/966146367637807105,0.5055106282
"February 21, 2018 at 01:28PM",@nanophate,"マシッロオロロおおぉあs、prpssshwaapr 😻😻
白 バニーVer. (フィギュア) ホビーサーチ https://t.co/BqLzoEDYEE via @hobbysearch",http://twitter.com/nanophate/status/966167829845192704,0.7875145674
"February 21, 2018 at 07:18PM",@nanophate,"知り合いみんな遠くにいるから、#discord 使って連絡を取るようになった

FB Messenger でも良いんだけど、botとチャンネルが最強すぎて☺️

自分は #prpr と #photography に聞いた情報を書いたり、調べた事を共有している〜

そこからフィードバック必ず返ってくるから、仕事にも似たるような気が💦",http://twitter.com/nanophate/status/966255844978405376,0.5545085669
"February 21, 2018 at 07:23PM",@nanophate,"おっ！？
ブログだと✨✨ https://t.co/hWvWwTHqTE",http://twitter.com/nanophate/status/966257092456624128,0.5220389366
"February 21, 2018 at 08:09PM",@nanophate,"#最高の睡眠プロジェクト

シーツカバーや掛け布団を新たらしくした☺️ https://t.co/KJ7hqz3JgO",http://twitter.com/nanophate/status/966268605636624384,0.8505232334
"February 21, 2018 at 08:20PM",@nanophate,😇 https://t.co/k0UekTpNoH,http://twitter.com/nanophate/status/966271342587752448,0.8022153378
"February 21, 2018 at 08:38PM",@nanophate,"石垣島でのパシャリ✨
「広〜く、深〜く」

#空 #sky
#写真 #photography #沖縄 https://t.co/xS59jhd6NP",http://twitter.com/nanophate/status/966275925456244737,0.5
"February 21, 2018 at 11:15PM",@nanophate,https://t.co/wGK39Cim4a,http://twitter.com/nanophate/status/966315431219703808,0
"February 22, 2018 at 12:25AM",@nanophate,"自分は最近はベッドに入っても寝れない(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)

そこから、抱き枕をハグしながら寝ると10分内に睡眠できることがわかったー

Apple watchからデータも取っているよ☺️
何かブログにでも書こうかな🤔

リラックス出来れば基本睡眠に行けそう",http://twitter.com/nanophate/status/966333182881574918,0.5961880684
"February 22, 2018 at 12:28AM",@nanophate,"次はマットレスだねー
一応これを買いたいと思っている

https://t.co/YtipOnJfYG",http://twitter.com/nanophate/status/966333902309568513,0.4922280312
"February 22, 2018 at 12:36AM",@nanophate,もっと正確に睡眠のデータ取れる方法ないのかな🤔 再現性高めで,http://twitter.com/nanophate/status/966335767797579776,0.436968565
"February 22, 2018 at 12:38AM",@nanophate,"やばっぉ、
めちゃ、興奮 #写真 https://t.co/GEfixb5Ies",http://twitter.com/nanophate/status/966336208660971520,0.5446554422
"February 22, 2018 at 12:42AM",@nanophate,https://t.co/3DXk8p8AjX コンサート行けるよっとメールもらったので💦 3/23〜25は東京にいます✨,http://twitter.com/nanophate/status/966337437009027072,0.3153831959
"February 22, 2018 at 10:24AM",@nanophate,"布団を変えただけなのに・・・
気持ちよく寝れて最高に幸せ✨

元の布団と枕には絶対に戻れないなw
そして、祖母も軽くてあたたかい布団に変えたいと悩んでる😂",http://twitter.com/nanophate/status/966483905753657345,0.4859129488
"February 22, 2018 at 01:29PM",@nanophate,寝転がれるソファーも届いた✨ https://t.co/yTzJOo555X,http://twitter.com/nanophate/status/966530360510005248,0.5
"February 23, 2018 at 02:03PM",@nanophate,"お昼に久しぶりに恋愛の話をした💦
ものすごく真剣に悩んでて、沢山の時間を使って恋するんだって感じた😊

頑張れ٩(^‿^)۶",http://twitter.com/nanophate/status/966901356979081216,0.8987724185
"February 23, 2018 at 02:20PM",@nanophate,"ファイル形式と開くアプリが違う時の焦りは、心臓に悪い💦
まだ、心臓がバックンバックンしてるww",http://twitter.com/nanophate/status/966905622342938624,0.2973362803
"February 23, 2018 at 04:31PM",@nanophate,愛ってすごい,http://twitter.com/nanophate/status/966938619754590208,0.5
"February 23, 2018 at 04:34PM",@nanophate,感じたことを素直に書いて行くことが大切、少なくとも自分は,http://twitter.com/nanophate/status/966939248589967360,0.4832363427
"February 25, 2018 at 02:09PM",@nanophate,機械学習で失敗しないために！ | 中小企業のための IT 活用経営改善ブログ https://t.co/9JnUpzd3Qm,http://twitter.com/nanophate/status/967627698628542464,0.4347807169
"February 25, 2018 at 02:45PM",@nanophate,I liked a @YouTube video https://t.co/KkkCKeCggO まったり Vlog,http://twitter.com/nanophate/status/967636528288714752,0.4843177795
"February 25, 2018 at 02:50PM",@nanophate,I liked a @YouTube video https://t.co/vhLr2jL4HZ Movie - Tom Misch (Maori Kinjo cover),http://twitter.com/nanophate/status/967638006613069826,0.4984317422
"February 25, 2018 at 03:27PM",@nanophate,Got a new #istheorderarabbit wallet 😍 https://t.co/xQocbcr6FM,http://twitter.com/nanophate/status/967647317577760768,0.9341424704
"February 25, 2018 at 06:47PM",@nanophate,"ノーゲームノーライフ ゼロのBlu-ray 届いた
でも、Blu-ray 再生する機器ないwww😂

Xbox  買うか…
ゲームもブルーレイも見れるしー https://t.co/lK3IscKbHG",http://twitter.com/nanophate/status/967697600525754368,0.469712615
"February 25, 2018 at 06:50PM",@nanophate,26歳 | あなた好みのラーメンをつくると精神年齢がバレちゃう診断 https://t.co/c0v9NXRzPb もう少し低くても良いんちゃう？(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),http://twitter.com/nanophate/status/967698216123695104,0.4966976047
"February 25, 2018 at 06:51PM",@nanophate,"やばお
日本語かけませんー",http://twitter.com/nanophate/status/967698456574701568,0.4516673684
"February 25, 2018 at 08:21PM",@nanophate,"@ruuruharu PS3はUltra HD Blu-ray には対応してなかった😭
あと、PUBGできるみたいで、心揺らいだw",http://twitter.com/nanophate/status/967721257025224704,0.04304617643
"February 25, 2018 at 08:26PM",@nanophate,I liked a @YouTube video https://t.co/vL0v04YMK6 【自己紹介】はじめまして！虹河ラキでーす！,http://twitter.com/nanophate/status/967722386211639296,0.5380114317
"February 25, 2018 at 08:40PM",@nanophate,I liked a @YouTube video https://t.co/fvXjyyZ84d BOSTON TRIP | FORBES EVENT | VLOG #2 | Sumina Studer,http://twitter.com/nanophate/status/967726004281192448,0.4964874983
"February 26, 2018 at 11:39AM",@nanophate,"コミュニケーションスキル足りてなさそう・・・
同じことを別の人が説明したら理解するのに、自分の説明では伝わらない感。

対応策は、最初に文章を書いて、MTGや説明するときは、それを読み上げる感じでなんとか対応しいる

でも、文章力もないからつらい😭",http://twitter.com/nanophate/status/967952133038288896,0.1428571492
"February 26, 2018 at 12:32PM",@nanophate,"海にいって癒されたい
落ち込んでいる時に見るやつ 🏖

#沖縄 #竹富島 #Okinawa #beach #island #photography https://t.co/l7fbSR5OYv",http://twitter.com/nanophate/status/967965586754949120,0.5060409904
"February 26, 2018 at 01:31PM",@nanophate,ペアプログラミングして気がついた新人プログラマの成長を阻害する悪習 on @Qiita https://t.co/FxUOLfkkiq,http://twitter.com/nanophate/status/967980299282870272,0.3934333622
"February 26, 2018 at 01:52PM",@nanophate,"a = [1,2,3,4]
a.size だと rb_ary_length
a.count だとrb_ary_count",http://twitter.com/nanophate/status/967985689559105543,0.4901205897
"February 27, 2018 at 12:10AM",@nanophate,"確定申告のためにプリンターかった
数年ぶりのプリンター購入 イェイ〜🤢",http://twitter.com/nanophate/status/968141238951014401,0.5311440825
"February 27, 2018 at 12:28AM",@nanophate,I liked a @YouTube video https://t.co/U0j1Yc4g1u,http://twitter.com/nanophate/status/968145672485654528,0.4671616256
"February 27, 2018 at 01:55AM",@nanophate,"お金貯めてから行動？
お金入る見込みが立ってからの行動？
よくわからないが、取り敢えず行動？",http://twitter.com/nanophate/status/968167648902066176,0.3748233318
"February 27, 2018 at 01:58AM",@nanophate,台風が来ると光熱費が自然と上がる,http://twitter.com/nanophate/status/968168395463057408,0.5
"February 27, 2018 at 01:25PM",@nanophate,"冬の寒さは苦手だけど…
冬って引きこもれるから好き

もふもふした布団に包まってみる #ゆるキャン 最高✨

夏でも基本は家にいることは🤫 https://t.co/tW1VPSWQPn",http://twitter.com/nanophate/status/968341304211132416,0.4982756376
"February 27, 2018 at 01:28PM",@nanophate,"おぉー
色々なサービスがあるんだ(〃ω〃)

idobata と https://t.co/LeEHSKZX4R 以外にも使ってみるのも良さげかも💦 https://t.co/xBYjcq1gaY",http://twitter.com/nanophate/status/968341926280822786,0.5669943094
"February 27, 2018 at 01:33PM",@nanophate,"ほんわぁする日々ですごすぞぉ

#沖縄 #石垣 #island #okinawa #shishidog https://t.co/c1Opp9IauR",http://twitter.com/nanophate/status/968343323881672705,0.4319142401
"February 27, 2018 at 07:17PM",@nanophate,"@himajin315 昔ちょっと使ってましたね〜
本格的に使う前になくなってしまいましたね😅",http://twitter.com/nanophate/status/968430002222940160,0.5061863661
"February 27, 2018 at 10:03PM",@nanophate,幸せな生活を〜,http://twitter.com/nanophate/status/968471590387179520,0.5
"February 28, 2018 at 09:35AM",@nanophate,"色々な要因があるんだね〜でも、昔を知らないから、これが基準ってなるよね
Three Things Millennials Value More Than a High Salary - IEEE - The Institute https://t.co/gmOejUDIKH",http://twitter.com/nanophate/status/968645826523283456,0.3517763019
"February 28, 2018 at 12:12PM",@nanophate,ミーティングは1日一回までって贅沢なルールを作って観たい☺️,http://twitter.com/nanophate/status/968685201495703552,0.8270574212
"February 28, 2018 at 12:19PM",@nanophate,https://t.co/McwnTvvJ9N これをポチろうと思う、ペアプロだと2画面絶対に必要なので〜,http://twitter.com/nanophate/status/968687027746045952,0.5
"February 28, 2018 at 07:34PM",@nanophate,https://t.co/Ue7Q4Y3wvp,http://twitter.com/nanophate/status/968796447612157952,0
"February 28, 2018 at 07:36PM",@nanophate,じゃぶじゃぶ〜☔️🌧,http://twitter.com/nanophate/status/968797104108855296,0.5
"February 28, 2018 at 07:41PM",@nanophate,🤫 https://t.co/yceqCrfw6D,http://twitter.com/nanophate/status/968798328279285760,0.5
"March 02, 2018 at 01:17PM",@nanophate,"夏用の半袖のチェックのシャツを探していたら、いいのを見つけたのだが・・・高いッ！
でも好きなブランドを見つけられたから、良いと言うことにしておきましょ〜☺️",http://twitter.com/nanophate/status/969426328742064128,0.8536760211
"March 03, 2018 at 12:59PM",@nanophate,法律関係の通訳の仕事、すごいコミットメント,http://twitter.com/nanophate/status/969784232867389440,0.5059847236
"March 03, 2018 at 03:06PM",@nanophate,"週末に何にも追われてないって久しぶりダァ✨
すごいヨォ、自由だぁよ

警察署での通訳終わったら、ゆるキャン△見て幸せに週末を過ごそう😁",http://twitter.com/nanophate/status/969816237780877312,0.8214023113
"March 04, 2018 at 01:52AM",@nanophate,I liked a @YouTube video https://t.co/LNC4NArIDz 【ご報告】活動休止の理由をお話しします。,http://twitter.com/nanophate/status/969978781971697665,0.435839355
"March 04, 2018 at 03:20AM",@nanophate,I liked a @YouTube video https://t.co/F4xTTX4Lvy,http://twitter.com/nanophate/status/970000898448674816,0.4671616256
"March 04, 2018 at 06:06AM",@nanophate,#学び についての視点はここら辺から来ているぽよ https://t.co/CvP8R2YMUb,http://twitter.com/nanophate/status/970042639029424128,0.5
"March 04, 2018 at 12:48PM",@nanophate,"簡易ベット最近良く寝るから、普通のベット寝てもなんか…
空中に浮いてる感じがする💦",http://twitter.com/nanophate/status/970144008268742656,0.3558808863
"March 04, 2018 at 04:34PM",@nanophate,I liked a @YouTube video https://t.co/RMCcYQE6Mw ‘Success’ on YouTube Still Means a Life of Poverty,http://twitter.com/nanophate/status/970200904556253184,0.4773101211
"March 05, 2018 at 05:34PM",@nanophate,"最近ものすごく、疲れやすんだが・・・
やばいと感じている😭",http://twitter.com/nanophate/status/970578236064202757,0.03952747583
"March 05, 2018 at 06:22PM",@nanophate,"コード書いてて、イメージしたいけど、イメージしたくないって言う時ある(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)

気持ちは明日へ☺️",http://twitter.com/nanophate/status/970590370240217094,0.8424073458
"March 05, 2018 at 06:28PM",@nanophate,"今日はわからない時は5分休み事やリフレッシュする事を心がけた☺️

思ってた以上に効果的だった",http://twitter.com/nanophate/status/970591792633585664,0.7131061554
"March 07, 2018 at 01:58PM",@nanophate,I liked a @YouTube video https://t.co/7VbmBp8rWf 田村歩葉×テレワーク＠宮古島,http://twitter.com/nanophate/status/971248715607441410,0.4671616256
"March 07, 2018 at 03:49PM",@nanophate,無駄に複雑化するのは得意,http://twitter.com/nanophate/status/971276705997426688,0.4843833148
"March 08, 2018 at 03:34PM",@nanophate,"やべぇ〜
メール見逃してた😭

なにか対策考えなくては、
特定のドメインは、idobataに通知するとかにしようかな 🤔",http://twitter.com/nanophate/status/971635351923048448,0.01762610674
"March 08, 2018 at 03:57PM",@nanophate,欲しいなぁ・・ https://t.co/pwo9RrahAp,http://twitter.com/nanophate/status/971641016703856640,0.4407910407
"March 09, 2018 at 12:05AM",@nanophate,"焼肉美味しかった😭
食べログ上位は安定だぁ",http://twitter.com/nanophate/status/971763731406340096,0.3976656199
"March 09, 2018 at 01:42PM",@nanophate,GoPro live テスト https://t.co/dXYM8GrdQp,http://twitter.com/nanophate/status/971969341154476034,0.4910780787
"March 09, 2018 at 01:49PM",@nanophate,"安いから買ったんだけど、GoPro めちゃ👍　.oO(お昼休み中に試しにつかった)
https://t.co/0MmeNyaziY",http://twitter.com/nanophate/status/971971273621295105,0.8485594988
"March 09, 2018 at 02:11PM",@nanophate,"https://t.co/vwkAhY9ZM7
配信があるぽい(〃ω〃)",http://twitter.com/nanophate/status/971976871821828096,0
"March 10, 2018 at 03:49AM",@nanophate,"思考して創造したら、創造物が思考し始めた
その時、思考して創造した者ではなくなる",http://twitter.com/nanophate/status/972182530290958336,0.4291545749
"March 10, 2018 at 06:20PM",@nanophate,#okrk02 お疲れ様でした☺️ https://t.co/MgyYTN3ogB,http://twitter.com/nanophate/status/972401740023656450,0.8883410692
"March 11, 2018 at 02:59AM",@nanophate,"頭痛がやばい…
この痛みは初めて",http://twitter.com/nanophate/status/972532529377898496,0.2607300878
"March 13, 2018 at 11:40AM",@nanophate,"犬のお腹鳴る音久々に聞いた
「くるるる🍥」って感じに",http://twitter.com/nanophate/status/973388320624467969,0.5084453821
"March 13, 2018 at 03:59PM",@nanophate,江戸川乱歩の番組してる✨,http://twitter.com/nanophate/status/973453394617630720,0.5
"March 15, 2018 at 04:41PM",@nanophate,"Zumbaでやりそうな曲だな
https://t.co/KQV1ZQip8p https://t.co/WwW03tMJSJ",http://twitter.com/nanophate/status/974188838045151232,0.4889630973
"March 15, 2018 at 06:30PM",@nanophate,"すげぇー整理がつかない。
意味わからない、じぶんでも混乱なう",http://twitter.com/nanophate/status/974216348925542400,0.4199240804
"March 15, 2018 at 08:17PM",@nanophate,"今更だけど 株式会社 って利益や価値を生み出したりするんだね🤔
今までは、ぽわーんって感じだったけど💦",http://twitter.com/nanophate/status/974243076196585473,0.5100446343
"March 15, 2018 at 10:05PM",@nanophate,Discord で高音質のしゃくり を配信中〜,http://twitter.com/nanophate/status/974270357988196352,0.5
"March 15, 2018 at 10:12PM",@nanophate,"写真を整理中〜
なんとか金曜日に間に合うか‼︎",http://twitter.com/nanophate/status/974272096195891202,0.4699822068
"March 15, 2018 at 10:45PM",@nanophate,画像編集＆アニメ雑談 https://t.co/HfLOmvurjp,http://twitter.com/nanophate/status/974280454495850496,0.5
"March 16, 2018 at 12:54PM",@nanophate,バックリボンのチョーカー😍,http://twitter.com/nanophate/status/974494121778823168,0.8022153378
"March 16, 2018 at 06:57PM",@nanophate,レビュースキル上げたい😭,http://twitter.com/nanophate/status/974585552614785024,0.08976477385
"March 16, 2018 at 07:31PM",@nanophate,I liked a @YouTube video https://t.co/m2k3YJKpNv そろそろ、俺が座ってる椅子について話そうか。 / 岡村製作所,http://twitter.com/nanophate/status/974593990682177537,0.456124723
"March 17, 2018 at 12:42AM",@nanophate,"解約するために、内容証明郵便おくらないといけないの 😡😡
ユーザビリティくそじゃん",http://twitter.com/nanophate/status/974672182956601344,0.05891674757
"March 17, 2018 at 07:03PM",@nanophate,とても楽しみ☺️ https://t.co/5GMSoY3jP2,http://twitter.com/nanophate/status/974949253440143360,0.9210928679
"March 17, 2018 at 11:18PM",@nanophate,I liked a @YouTube video https://t.co/3DA2obmrTq 【P丸様。】にめんせい☆ウラオモテライフ！【かましょぴ】,http://twitter.com/nanophate/status/975013400446058498,0.4671616256
"March 18, 2018 at 11:03PM",@nanophate,FBのメッセンジャーは重要度低いと無視しちゃうかも… それか絵文字で見た事だけ伝える 👀,http://twitter.com/nanophate/status/975372156140797952,0.5
"March 18, 2018 at 11:17PM",@nanophate,I liked a @YouTube video https://t.co/iSb5BQCdMx 初めての単焦点レンズ、ボケ味が超たまんない、、、感涙。,http://twitter.com/nanophate/status/975375556978995202,0.2790803313
"March 18, 2018 at 11:19PM",@nanophate,カメラにハマる瞬間 💸 https://t.co/FIr7DTY5aH,http://twitter.com/nanophate/status/975376143099428865,0.5534490943
"March 19, 2018 at 10:07PM",@nanophate,"カクテルから覚えるお酒の種類
まずはアレキサンダーから😳",http://twitter.com/nanophate/status/975720386955378688,0.5499916077
"March 20, 2018 at 11:14AM",@nanophate,"ぎゃああぁあああ
BCCじゃない！(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)",http://twitter.com/nanophate/status/975918542544498688,0.3941355348
"March 20, 2018 at 12:22PM",@nanophate,Having a good life with OpenSource 〜Okinawa #HappyDay https://t.co/nX3olKWyAx,http://twitter.com/nanophate/status/975935621360332800,0.720302701
"March 20, 2018 at 12:47PM",@nanophate,"論文書くときってツイート率上がるのかな？

学会に論文出してる学生のツイッター見ると、そう言うのを結構見かける🧐

٩( ᐛ )و",http://twitter.com/nanophate/status/975941880134352898,0.4532080591
"March 20, 2018 at 01:09PM",@nanophate,"ツイッターのDMの方がレス絶対に早い🏃‍♀️💨
寝てる時以外は常に開いてるもんww https://t.co/NkruKYY7en",http://twitter.com/nanophate/status/975947464694939648,0.266661644
"March 20, 2018 at 09:04PM",@nanophate,"3年乗ってる車…
天気情報とか教えてくれる事を今日知ったwww",http://twitter.com/nanophate/status/976066867742752770,0.5167878866
"March 21, 2018 at 02:42AM",@nanophate,"数字の列を見て、次の数字が何か当てるの大好き🌟

でも、分からないのが有ると悔しい〜ーーっとなる",http://twitter.com/nanophate/status/976151989905010688,0.3658363223
"March 22, 2018 at 10:25AM",@nanophate,昨日は数学の色々が足りないと感じた1日でした😭,http://twitter.com/nanophate/status/976630855291424768,0.05403715372
"March 22, 2018 at 10:41AM",@nanophate,そろそろ、メガネ買わないとおしごとに障が出そう 🤔,http://twitter.com/nanophate/status/976634957211746304,0.4214557111
"March 22, 2018 at 11:32AM",@nanophate,"うわぁお〜
可愛い😝 https://t.co/vL9l60TLjC",http://twitter.com/nanophate/status/976647716091473921,0.7157482505
"March 22, 2018 at 12:46PM",@nanophate,"そう言えば仕事を始めた頃よく体調を壊してたな😫
生活のリズムと環境を整えてからは、そんな事起こらなくなったな

スケジュール大切",http://twitter.com/nanophate/status/976666356832595968,0
"March 22, 2018 at 06:15PM",@nanophate,つらいつらい、コミットだしきれてないと嫌,http://twitter.com/nanophate/status/976749205879271424,0.5551282167
"March 23, 2018 at 10:58AM",@nanophate,"アメリカの大学を見学した時に、大学院や研究する人は家族を連れていく人もいることは知ってて、理由もなんとなく聞いてたけど・・・

自分の将来に家族がいることがいかに重要かなんとなく、感じた朝だった😭",http://twitter.com/nanophate/status/977001730981347328,0.2142450958
"March 23, 2018 at 12:00PM",@nanophate,"@himajin315 料理作るのが捗りそうで最高ですね😝
ヒャッホーウ( ✌︎'ω')✌︎",http://twitter.com/nanophate/status/977017120188846080,0.8603125811
"March 23, 2018 at 12:19PM",@nanophate,"おぉ、萌キュー
10月:;(∩´﹏`∩);: https://t.co/PEbbpkHklr",http://twitter.com/nanophate/status/977022089751248896,0.6344106197
"March 23, 2018 at 12:50PM",@nanophate,"うっ… 送料確認するの忘れてた😭
そして、日曜日に注文して発送されるのが今日って、ツラミ💦 https://t.co/hWXxOMA9w6",http://twitter.com/nanophate/status/977029678832631810,0
"March 23, 2018 at 12:58PM",@nanophate,"#ゆるキャン△ みたいにキャンプし〜
アニメを観ながら、カップ麺を食べ〜

そして、富士山の麓でタイムラプス撮りたい。 https://t.co/SChyflNaqj",http://twitter.com/nanophate/status/977031767088447489,0.4983249903
"March 23, 2018 at 01:44PM",@nanophate,秋葉原駅徒歩10分で7.5万円の賃貸発見して、とても気になっている状態からの仕事再開✨,http://twitter.com/nanophate/status/977043480433209344,0.4266241789
"March 23, 2018 at 03:07PM",@nanophate,"うむぅ〜

ちょっと対象が人と違うかもしれないことに今更気づく",http://twitter.com/nanophate/status/977064282507509761,0.4057762623
"March 23, 2018 at 04:08PM",@nanophate,"スタバに良く行くので、スタバの席に合うクッションを買おうと思う。
カフェで長時間作業の時は便利そうだと思うのだけど、先駆者いるか探してみるか〜",http://twitter.com/nanophate/status/977079730653478912,0.5765191317
"March 23, 2018 at 05:21PM",@nanophate,自分が圏外の時って気づくのに時間かかる、さっきまでは繋がってたのに😭,http://twitter.com/nanophate/status/977098015298142213,0
"March 23, 2018 at 05:51PM",@nanophate,@kane_alto 入れたんだ！自分が行った時はまだ💦,http://twitter.com/nanophate/status/977105585463332864,0.3443495333
"March 23, 2018 at 05:53PM",@nanophate,@xo_may_  should I 😹😹 https://t.co/j5GgGKYbWw,http://twitter.com/nanophate/status/977106088959987712,0.8022153378
"March 23, 2018 at 08:39PM",@nanophate,"@kane_alto おぉ！
情報ありがとう🙏",http://twitter.com/nanophate/status/977147766748069890,0.8656264544
"March 24, 2018 at 01:49PM",@nanophate,あぁ〜幸せ,http://twitter.com/nanophate/status/977407071812386816,0.4303787649
"March 24, 2018 at 06:38PM",@nanophate,I liked a @YouTube video https://t.co/hUuvGxn1Mi 【りりり】桜色タイムカプセル 踊ってみた,http://twitter.com/nanophate/status/977479855930404865,0.5520642996
"March 24, 2018 at 07:23PM",@nanophate,"キャンプで使えそうな椅子とテーブルポチっ
アマゾンのタイムセールの仕業っ",http://twitter.com/nanophate/status/977491028629372929,0.4889630973
"March 25, 2018 at 12:10AM",@nanophate,"迷ったら、やるが基本
それ以外は結果に繋がらない事が多い

お金で迷っていても話を聞いてくれる人もいるから🤫
日々感謝🙏",http://twitter.com/nanophate/status/977563262161100800,0.6251310706
"March 25, 2018 at 09:07AM",@nanophate,月曜日だど思って飛び起きてしまった💦,http://twitter.com/nanophate/status/977698510530273280,0.3132134974
"March 25, 2018 at 10:22PM",@nanophate,"去年の夏以来のアニメイト
ミーティング時のバッググラウンドはビッグタペストリーのチマメ隊✨ https://t.co/syjKniaFnt",http://twitter.com/nanophate/status/977898521260011520,0.5
"March 26, 2018 at 09:56AM",@nanophate,"ゆるキャン△のサウンドトラック聴きながらの朝〜
ちょー気持ちいいなぁ",http://twitter.com/nanophate/status/978073192144109571,0.5861840248
"March 26, 2018 at 11:32AM",@nanophate,あ、だめだ色々,http://twitter.com/nanophate/status/978097376123473921,0.364254117
"March 26, 2018 at 02:22PM",@nanophate,段々キャンプグッズが揃う✨,http://twitter.com/nanophate/status/978140184276422657,0.5
"March 27, 2018 at 11:22AM",@nanophate,"タイピングするパータンとスピードで認証は、結構シビアだなw

パスワード管理使ってる人には痛い機能😭",http://twitter.com/nanophate/status/978457319057981440,0
"March 27, 2018 at 12:52PM",@nanophate,"車ぶつけられて、音信不通で保険の話が全然進まないので、弁護士特約を使う事にした…

ツラミ💦",http://twitter.com/nanophate/status/978479851886669824,0.2930398583
"March 27, 2018 at 12:58PM",@nanophate,"update_all 意外にもしっかり考えて用途に合った物を使うようにしようと思う

そして、スライドがとても具体的で良い👍 https://t.co/mS9eNLbXI4",http://twitter.com/nanophate/status/978481274183606272,0.9447071552
"March 27, 2018 at 01:09PM",@nanophate,"椅チェアー届いた✨
めちゃコンパクト https://t.co/it1sd1ICDM",http://twitter.com/nanophate/status/978484244602224641,0.5
"March 27, 2018 at 03:19PM",@nanophate,stubでうりゃうりゃこれでも返す値変わんらか!?みたいなノリで格闘した,http://twitter.com/nanophate/status/978516952409755648,0.5594847202
"March 27, 2018 at 03:27PM",@nanophate,"トレースして、お前はここで、この値を返しているのだな!?

ではここにこうしてやるぅ！
ギャハハ、どうだどうだ！o(｀ω´ )od

うgへへh、これで、返り血をあぶれるぅぅぅ",http://twitter.com/nanophate/status/978518859232636928,0.4564097524
"March 27, 2018 at 09:13PM",@nanophate,I liked a @YouTube video https://t.co/c7ol2T5Av0 【しずえとこうじのラジオ実況,http://twitter.com/nanophate/status/978605865354911751,0.4671616256
"March 27, 2018 at 10:34PM",@nanophate,Got a new tapestry for #gochiusa planning to upload few more 😉 https://t.co/rItepbIglq,http://twitter.com/nanophate/status/978626231653593088,0.8022153378
"March 27, 2018 at 10:50PM",@nanophate,"編集ぽよー
だいたい一つの写真に付き3枚作る https://t.co/Fzvdb7p8qK",http://twitter.com/nanophate/status/978630348484395009,0.4841356874
"March 27, 2018 at 11:01PM",@nanophate,"カメラを秋ぐらいに買ってやっと調整する事ができたな！(*≧∀≦*)

３月は色々趣味に回せた時間✨",http://twitter.com/nanophate/status/978633210471960578,0.5797149539
"March 27, 2018 at 11:58PM",@nanophate,この appletとても便利(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀) https://t.co/pDjWZTwh28,http://twitter.com/nanophate/status/978647555528470528,0.5545194745
